Closure/Closure_1	[10]	0.09090909090909091	0.09090909090909091
Closure/Closure_2	[69, 74]	0.020476190476190478	0.014285714285714285
Closure/Closure_3	[37, 420]	0.01553319164895612	0.02631578947368421
Closure/Closure_5	[229]	0.004347826086956522	0.004347826086956522
Closure/Closure_6	[177, 179, 235, 237]	0.011561918933764074	0.0056179775280898875
Closure/Closure_7	[0, 3, 53]	0.5185185185185185	1.0
Closure/Closure_8	[8, 33, 34]	0.0852163087457205	0.1111111111111111
Closure/Closure_9	[3]	0.25	0.25
Closure/Closure_10	[135, 136]	0.010975740661227994	0.007352941176470588
Closure/Closure_11	[432, 450]	0.00337202931130718	0.0023094688221709007
Closure/Closure_13	[2524]	3.9603960396039607E-4	3.9603960396039607E-4
Closure/Closure_14	[51, 298, 367]	0.011357302118171682	0.019230769230769232
Closure/Closure_16	[64, 109, 190, 192, 230, 231, 232]	0.021078376787952408	0.015384615384615385
Closure/Closure_17	[148]	0.006711409395973154	0.006711409395973154
Closure/Closure_18	[721]	0.0013850415512465374	0.0013850415512465374
Closure/Closure_20	[0]	1.0	1.0
Closure/Closure_21	[14, 16, 41, 47, 48, 95]	0.08393607442977191	0.06666666666666667
Closure/Closure_22	[19, 21, 34, 94, 154, 156]	0.056533877467825754	0.05
Closure/Closure_23	[1, 98, 421, 899]	0.1329388673464503	0.5
Closure/Closure_24	[40, 41]	0.03600464576074332	0.024390243902439025
Closure/Closure_25	[103, 151, 164, 208, 210]	0.016758107195872222	0.009615384615384616
Closure/Closure_26	[553]	0.0018050541516245488	0.0018050541516245488
Closure/Closure_27	[9, 10, 11]	0.17727272727272728	0.1
Closure/Closure_29	[56, 159, 244]	0.01409625253610216	0.017543859649122806
Closure/Closure_30	[263]	0.003787878787878788	0.003787878787878788
Closure/Closure_31	[743, 750]	0.002003600933522329	0.0013440860215053765
Closure/Closure_32	[0, 2, 13, 18]	0.5228696741854636	1.0
Closure/Closure_34	[1, 4, 12, 17, 18, 19, 22, 57, 87]	0.27341121506341526	0.5
Closure/Closure_35	[11, 206, 272]	0.03466139335704553	0.08333333333333333
Closure/Closure_36	[621, 1129]	0.001688814273112711	0.001607717041800643
Closure/Closure_37	[385, 520]	0.003214722584109872	0.0025906735751295338
Closure/Closure_38	[29, 39, 40]	0.0521680216802168	0.03333333333333333
Closure/Closure_39	[1]	0.5	0.5
Closure/Closure_40	[20, 81, 103, 425, 504]	0.024029221365630547	0.047619047619047616
Closure/Closure_41	[131, 305, 307, 365, 929]	0.008031454172618201	0.007575757575757576
Closure/Closure_42	[8, 9]	0.15555555555555556	0.1111111111111111
Closure/Closure_43	[354, 530, 664, 739]	0.004125015838023591	0.0028169014084507044
Closure/Closure_44	[102]	0.009708737864077669	0.009708737864077669
Closure/Closure_45	[49, 50, 58, 132]	0.03503458296788832	0.02
Closure/Closure_46	[6, 10, 11, 13, 38]	0.1977189477189477	0.14285714285714285
Closure/Closure_47	[588]	0.001697792869269949	0.001697792869269949
Closure/Closure_48	[18, 85, 210, 283, 416]	0.023236063419128837	0.05263157894736842
Closure/Closure_49	[323, 325, 572, 1333, 1886, 1887]	0.0038805277593103676	0.0030864197530864196
Closure/Closure_50	[6, 12]	0.14835164835164835	0.14285714285714285
Closure/Closure_51	[53]	0.018518518518518517	0.018518518518518517
Closure/Closure_52	[3, 9]	0.225	0.25
Closure/Closure_53	[5, 16]	0.14215686274509803	0.16666666666666666
Closure/Closure_54	[48, 58, 225, 1922, 2428, 2693]	0.012324419933414587	0.02040816326530612
Closure/Closure_55	[217]	0.0045871559633027525	0.0045871559633027525
Closure/Closure_56	[6, 8]	0.18253968253968253	0.14285714285714285
Closure/Closure_57	[9]	0.1	0.1
Closure/Closure_58	[65, 68]	0.022068511198945984	0.015151515151515152
Closure/Closure_59	[1444]	6.920415224913495E-4	6.920415224913495E-4
Closure/Closure_60	[197]	0.005050505050505051	0.005050505050505051
Closure/Closure_61	[22]	0.043478260869565216	0.043478260869565216
Closure/Closure_62	[1, 2, 4, 5, 8, 17]	0.5537037037037037	0.5
Closure/Closure_65	[0]	1.0	1.0
Closure/Closure_66	[255]	0.00390625	0.00390625
Closure/Closure_67	[162, 236]	0.007286893945277109	0.006134969325153374
Closure/Closure_68	[0, 36]	0.527027027027027	1.0
Closure/Closure_69	[96, 180, 206, 228, 271]	0.014340271516016672	0.010309278350515464
Closure/Closure_70	[572, 675, 741]	0.0029156357547910675	0.0017452006980802793
Closure/Closure_71	[14, 39, 42, 52]	0.06547645166008483	0.06666666666666667
Closure/Closure_72	[61, 149, 150]	0.016443305086757343	0.016129032258064516
Closure/Closure_73	[12]	0.07692307692307693	0.07692307692307693
Closure/Closure_74	[0, 2, 12, 49]	0.49435897435897436	1.0
Closure/Closure_75	[29]	0.03333333333333333	0.03333333333333333
Closure/Closure_76	[6, 12, 17, 22, 33, 49, 62, 84]	0.13869632356844636	0.14285714285714285
Closure/Closure_77	[1]	0.5	0.5
Closure/Closure_78	[4]	0.2	0.2
Closure/Closure_79	[20]	0.047619047619047616	0.047619047619047616
Closure/Closure_81	[14, 17, 19]	0.10925925925925924	0.06666666666666667
Closure/Closure_84	[30]	0.03225806451612903	0.03225806451612903
Closure/Closure_85	[20, 23, 73, 89, 108, 603]	0.04529045006747176	0.047619047619047616
Closure/Closure_87	[44, 356]	0.013912231559290384	0.022222222222222223
Closure/Closure_88	[53, 93, 405]	0.01572809227492524	0.018518518518518517
Closure/Closure_89	[161, 224, 452]	0.00722808165045104	0.006172839506172839
